"species","latitude","longitude","date","source","temp","precip","day","month","year","elevation","NDVI","LC"
"159","Cardamine pratensis",47.285311,8.682532,"2022-03-27T14:52:18","gbif",8.9,1141,27,3,2022,671.989186496379,7658.02829744356,"Water_Bodies"
"160","Cardamine pratensis",47.22616,9.038447,"2022-03-28T10:19:42","gbif",7.1,1248,28,3,2022,667.83350691104,7526.46829618529,"Urban_and_Built_up_Lands"
"161","Cardamine pratensis",47.066744,9.459941,"2022-03-30T11:25:20","gbif",6.3,1258,30,3,2022,651.367972343348,7534.79562652471,"Water_Bodies"
"162","Cardamine pratensis",46.48834,6.407862,"2022-03-27T08:22:07","gbif",9.9,925,27,3,2022,458.270580583324,6357.22977292289,"Water_Bodies"
"163","Cardamine pratensis",47.498303,7.699835,"2022-03-28T09:40:03","gbif",8.2,1040,28,3,2022,434.71822641295,7459.86218690098,"Water_Bodies"
"164","Cardamine pratensis",47.355443,8.502891,"2022-03-29T08:18:16","gbif",8.9,1101,29,3,2022,551.630647060999,7122.96901758973,"Urban_and_Built_up_Lands"
"165","Cardamine pratensis",47.513925,7.9157,"2022-03-27T09:12:01","gbif",8.8,1005,27,3,2022,500.748979604181,7476.8839649693,"Water_Bodies"
"166","Cardamine pratensis",47.228104,8.460593,"2022-03-30T08:27:49","gbif",9,1122,30,3,2022,451.198316364939,7165.66172234298,"Water_Bodies"
"167","Cardamine pratensis",47.358653,8.111881,"2022-03-28T15:09:57","gbif",8.9,1040,28,3,2022,467.895242863807,7348.77875851706,"Water_Bodies"
"168","Cardamine pratensis",47.585657,7.641593,"2022-03-29T12:55:15","gbif",9.9,781,29,3,2022,272.177383697082,6950.81762406226,NA
"169","Cardamine pratensis",47.368626,7.340451,"2022-03-31T09:55:38","gbif",8.6,943,31,3,2022,486.523552140653,6493.98024992566,"Permanent_Snow_and_Ice"
"170","Cardamine pratensis",47.492225,8.734623,"2022-03-28T07:16:11","gbif",8.7,1114,28,3,2022,486.226309318805,6551.9566570308,"Permanent_Snow_and_Ice"
"171","Cardamine pratensis",47.389228,8.274732,"2022-03-29T09:44:13","gbif",9.1,1052,29,3,2022,499.076758391492,7472.55260352777,"Water_Bodies"
"172","Cardamine pratensis",47.538184,8.556448,"2022-03-29T09:48:33","gbif",9,1036,29,3,2022,460.672586200305,7982.05866638438,"Permanent_Snow_and_Ice"
"173","Cardamine pratensis",47.552269,7.556467,"2022-03-30T15:54:47","gbif",9.9,781,30,3,2022,284.624045822005,5157.60267148515,"Urban_and_Built_up_Lands"
"174","Cardamine pratensis",47.390985,8.619796,"2022-03-31T09:50:47","gbif",8.9,1101,31,3,2022,444.219876801288,6072.46007597401,"Urban_and_Built_up_Lands"
"175","Cardamine pratensis",47.28307,8.564828,"2022-03-29T10:09:18","gbif",8.6,1165,29,3,2022,509.811941543806,6376.0855650232,"Urban_and_Built_up_Lands"
"176","Cardamine pratensis",47.318144,8.514594,"2022-03-28T13:07:24","gbif",8.6,1165,28,3,2022,552.802709862271,7212.36054224931,"Permanent_Snow_and_Ice"
"177","Cardamine pratensis",47.488456,9.034611,"2022-03-30T12:35:00","gbif",8.3,1126,30,3,2022,609.397653511316,7333.29182239803,"Urban_and_Built_up_Lands"
"178","Cardamine pratensis",47.382481,8.068311,"2022-03-30T14:01:06","gbif",8.9,1040,30,3,2022,395.980101956838,6082.10746042186,"Urban_and_Built_up_Lands"
"179","Cardamine pratensis",47.55326,7.53383,"2022-03-16T17:24:01","gbif",9.9,781,16,3,2022,296.58467273579,5538.15379612613,"Permanent_Snow_and_Ice"
"180","Cardamine pratensis",47.437096,8.297912,"2022-03-28T14:55:50","gbif",9.1,1052,28,3,2022,474.627614162912,7123.55821495578,"Permanent_Snow_and_Ice"
"181","Cardamine pratensis",47.59634,7.646672,"2022-04-06T15:25:44","gbif",9.9,781,6,4,2022,NA,NA,NA
"182","Cardamine pratensis",47.030455,8.307434,"2022-04-06T13:49:00","gbif",8.6,1158,6,4,2022,470.344707226295,7061.32198642558,"Permanent_Snow_and_Ice"
"183","Cardamine pratensis",47.39386,8.035458,"2022-04-06T09:10:31","gbif",8.9,1040,6,4,2022,403.591481719176,6765.89745280124,"Permanent_Snow_and_Ice"
"184","Cardamine pratensis",47.468097,9.050298,"2022-04-11T19:16:09","gbif",8.3,1126,11,4,2022,598.21178659534,5841.21342173487,"Urban_and_Built_up_Lands"
